Municipio;Orgao;Item de Despesa;Valor Investido
ITAU DE MINAS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;10.456,50
ITAU DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ITAU DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ITAUNA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
ITAUNA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;145.565,05
ITAUNA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;847.128,91
ITAUNA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;263.656,84
ITAUNA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;168.995,00
ITAUNA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;215.659,81
ITAUNA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.653,92
ITAVERAVA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;165.319,70
ITAVERAVA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
ITINGA;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.877,00
ITINGA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
ITINGA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
ITINGA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
ITUETA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
ITUETA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ITUIUTABA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;52.246,33
ITUIUTABA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
ITUIUTABA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;51.000,00
ITUIUTABA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;683.407,67
ITUIUTABA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;824.993,85
ITUIUTABA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;3.347,80
ITUIUTABA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE SEGURANCA ELETRONICA;1.169,96
ITUIUTABA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;22.900,00
ITUIUTABA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;3.129,48
ITUIUTABA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;123.000,00
ITUIUTABA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;182.985,00
ITUIUTABA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;117.749,63
ITUIUTABA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;584.947,60
ITUIUTABA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;13.596,24
ITUIUTABA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;50.055,00
ITUIUTABA;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;23.159,00
ITUIUTABA;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;50.842,65
ITUMIRIM;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;31.252,40
ITUMIRIM;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
ITURAMA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
ITURAMA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;688.581,27
ITURAMA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;83.614,15
ITURAMA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;13.200,00
ITURAMA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;23.064,00
ITURAMA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;19.723,00
ITURAMA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;310.695,00
ITURAMA;SECRETARIA DE ESTADO  DE INFRAESTRUTURA E MOBILIDADE;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;538.132,58
ITURAMA;SECRETARIA DE ESTADO  DE INFRAESTRUTURA E MOBILIDADE;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;206.908,28
ITURAMA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
ITURAMA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;4.855,80
ITURAMA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;80.213,00
ITUTINGA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;98.966,08
ITUTINGA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ITUTINGA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
JABOTICATUBAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;586.251,36
JABOTICATUBAS;FUNDO ESTADUAL DE SAUDE;AUXILIOS;729.300,00
JABOTICATUBAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
JABOTICATUBAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;324.685,00
JABOTICATUBAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
JABOTICATUBAS;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;100.000,00
JACINTO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;515.312,52
JACINTO;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;6.600,00
JACINTO;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
JACINTO;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;9.266,50
JACINTO;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
JACINTO;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;23.886,65
JACINTO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;539.320,83
JACINTO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
JACUI;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
JACUI;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;122.111,00
JACUI;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;48.759,53
JACUI;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
JACUTINGA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;2.033.478,35
JACUTINGA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;209.188,71
JAGUARACU;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;39.363,54
JAGUARACU;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
JAIBA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;301.415,94
JAIBA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
JAIBA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
JAIBA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;138.223,93
JAIBA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;10.682,76
JAIBA;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;152.000,00
JAMPRUCA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
JANAUBA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;104.492,66
JANAUBA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
JANAUBA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;780.735,90
JANAUBA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;39.262,98
JANAUBA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
JANAUBA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;184.116,00
JANAUBA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;289.370,00
JANAUBA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
JANAUBA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;97.886,90
JANAUBA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;815.986,80
JANAUBA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;14.567,40
JANAUBA;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;495.732,59
JANUARIA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
JANUARIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;977.502,61
JANUARIA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;3.347,80
JANUARIA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;96.700,00
JANUARIA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
JANUARIA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;158.359,50
JANUARIA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
JANUARIA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;184.116,00
JANUARIA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE SEGURANCA ELETRONICA;1.229,44
JANUARIA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;181.995,00
JANUARIA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;OUTROS SERVICOS PESSOA JURIDICA;196.673,40
JANUARIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;516.808,71
JANUARIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;729.347,10
JANUARIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;27.192,48
JANUARIA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;87.788,00
JAPARAIBA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;110.813,36
JAPARAIBA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;93.039,68
JAPARAIBA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
JAPONVAR;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;127.626,78
JAPONVAR;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JAPONVAR;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
JECEABA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;35.669,22
JENIPAPO DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;43.262,10
JENIPAPO DE MINAS;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.877,00
JENIPAPO DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JENIPAPO DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
JEQUERI;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;66.668,74
JEQUERI;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JEQUERI;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;140.839,95
JEQUERI;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;120.000,00
JEQUITAI;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;29.914,82
JEQUITAI;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;1.435,51
JEQUITAI;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JEQUITAI;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;OUTROS SERVICOS PESSOA JURIDICA;413.430,96
JEQUITAI;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;SERVICOS DE LEVANTAMENTO E CADASTRAMENTO PARA EXECUCAO DE POL PUBLICAS;393.637,88
JEQUITIBA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;182.616,92
JEQUITIBA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;5.479,21
JEQUITIBA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JEQUITIBA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
JEQUITINHONHA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;165.445,83
JEQUITINHONHA;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.877,00
JEQUITINHONHA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
JEQUITINHONHA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JEQUITINHONHA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;12.540,95
JEQUITINHONHA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;260.566,66
JEQUITINHONHA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;6.798,12
JEQUITINHONHA;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;150.000,00
JESUANIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;115.671,17
JESUANIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
JOAIMA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;437.395,19
JOAIMA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;44.083,24
JOAIMA;FUNDO ESTADUAL DE SAUDE;AUXILIOS;120.000,00
JOAIMA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;11.340,55
JOAIMA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
JOAIMA;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;565.510,35
JOANESIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;125.460,00
JOANESIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
JOANESIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
JOAO MONLEVADE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;123.357,74
JOAO MONLEVADE;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;123.000,00
JOAO MONLEVADE;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;2.023,99
JOAO MONLEVADE;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;183.106,00
JOAO MONLEVADE;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;40.000,00
JOAO MONLEVADE;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;9.711,60
JOAO MONLEVADE;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;17.076,10
JOAO MONLEVADE;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;17.684,40
JOAO PINHEIRO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1.265.260,01
JOAO PINHEIRO;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;50.718,62
JOAO PINHEIRO;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
JOAO PINHEIRO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
JOAO PINHEIRO;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;40.433,91
JOAO PINHEIRO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
JOAO PINHEIRO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;10.682,76
JOAO PINHEIRO;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;51.812,00
JOAQUIM FELICIO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;14.869,34
JORDANIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;22.875,57
JORDANIA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
JORDANIA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;9.724,24
JORDANIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;119.476,40
JORDANIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
JOSE GONCALVES DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;313.677,03
JOSE GONCALVES DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
JOSE GONCALVES DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
JOSE GONCALVES DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
JOSE RAYDAN;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;72.578,25
JOSE RAYDAN;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
JOSE RAYDAN;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;250.000,00
JOSENOPOLIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;60.157,02
JUATUBA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;2.542,00
JUATUBA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;114.896,48
